Driver,Time,GapToLeader
10,0 days 03:50:55.422000,86.256
10,0 days 03:50:59.159000,86.259
10,0 days 03:51:02.172000,86.299
10,0 days 03:51:07.190000,86.35
10,0 days 03:51:11.101000,86.397
10,0 days 03:51:19.526000,86.127
10,0 days 03:51:21.160000,86.096
10,0 days 03:51:22.844000,86.091
10,0 days 03:51:27.544000,86.144
10,0 days 03:51:29.913000,86.184
10,0 days 03:51:33.403000,86.067
10,0 days 03:51:37.762000,85.767
10,0 days 03:51:41.501000,85.759
10,0 days 03:51:45.498000,85.679
10,0 days 03:51:52.659000,85.157
10,0 days 03:51:57.134000,85.05
10,0 days 03:52:00.659000,85.086
10,0 days 03:52:04.140000,84.969
10,0 days 03:52:10.114000,84.727
10,0 days 03:52:14.438000,84.691
10,0 days 03:52:20.618000,84.444
10,0 days 03:52:25.003000,84.404
10,0 days 03:52:28.107000,84.445
10,0 days 03:52:30.710000,84.497
10,0 days 03:52:34.655000,84.354
10,0 days 03:52:40.840000,84.042
10,0 days 03:52:44.480000,84.047
10,0 days 03:52:47.556000,84.096
10,0 days 03:52:52.581000,84.187
10,0 days 03:52:56.606000,84.307
10,0 days 03:53:05.088000,84.138
10,0 days 03:53:06.757000,84.118
10,0 days 03:53:08.446000,84.12
10,0 days 03:53:13.141000,84.175
10,0 days 03:53:15.505000,84.222
10,0 days 03:53:19.042000,84.059
10,0 days 03:53:23.252000,83.632
10,0 days 03:53:26.934000,83.605
10,0 days 03:53:30.850000,83.377
10,0 days 03:53:37.905000,82.816
10,0 days 03:53:42.397000,82.744
10,0 days 03:53:45.902000,82.8
10,0 days 03:53:49.420000,82.715
10,0 days 03:53:55.273000,82.466
10,0 days 03:53:59.588000,82.42
10,0 days 03:54:05.928000,82.316
10,0 days 03:54:10.318000,82.281
10,0 days 03:54:13.412000,82.327
10,0 days 03:54:16.012000,82.38
10,0 days 03:54:19.927000,82.264
10,0 days 03:54:26.310000,82.17
10,0 days 03:54:29.999000,82.209
10,0 days 03:54:33.017000,82.258
10,0 days 03:54:37.975000,82.284
10,0 days 03:54:41.875000,82.23
10,0 days 03:54:50.465000,82.156
10,0 days 03:54:52.184000,82.147
10,0 days 03:54:53.812000,82.157
10,0 days 03:54:58.513000,82.22
10,0 days 03:55:00.880000,82.266
10,0 days 03:55:04.394000,82.178
10,0 days 03:55:08.672000,81.817
10,0 days 03:55:12.385000,81.804
10,0 days 03:55:16.319000,81.644
10,0 days 03:55:23.568000,81.158
10,0 days 03:55:28.181000,81.12
10,0 days 03:55:31.700000,81.177
10,0 days 03:55:35.120000,81.03
10,0 days 03:55:41.127000,80.834
10,0 days 03:55:45.534000,80.913
10,0 days 03:55:51.882000,80.821
10,0 days 03:55:56.364000,80.894
10,0 days 03:55:59.504000,80.955
10,0 days 03:56:02.107000,81.007
10,0 days 03:56:06.229000,81.044
10,0 days 03:56:12.751000,81.152
10,0 days 03:56:16.501000,81.196
10,0 days 03:56:19.500000,81.228
10,0 days 03:56:24.537000,81.309
10,0 days 03:56:28.495000,81.39
10,0 days 03:56:37.157000,81.218
10,0 days 03:56:38.843000,81.19
10,0 days 03:56:40.482000,81.192
10,0 days 03:56:45.202000,81.242
10,0 days 03:56:47.530000,81.281
10,0 days 03:56:51.073000,81.219
10,0 days 03:56:55.446000,80.928
10,0 days 03:56:59.168000,80.943
10,0 days 03:57:03.323000,80.933
10,0 days 03:57:10.845000,80.76
10,0 days 03:57:15.626000,80.932
10,0 days 03:57:19.181000,81.036
10,0 days 03:57:22.761000,81.085
10,0 days 03:57:28.958000,81.123
10,0 days 03:57:33.409000,81.23
10,0 days 03:57:39.881000,81.233
10,0 days 03:57:44.322000,81.25
10,0 days 03:57:47.443000,81.26
10,0 days 03:57:49.982000,81.295
10,0 days 03:57:54.267000,81.482
10,0 days 03:58:00.986000,81.787
10,0 days 03:58:04.639000,81.757
10,0 days 03:58:07.699000,81.744
