Driver,Time,GapToLeader
10,0 days 01:42:23.067000,46.585
10,0 days 01:42:30.497000,47.071
10,0 days 01:42:33.587000,47.214
10,0 days 01:42:37.075000,47.185
10,0 days 01:42:40.414000,47.164
10,0 days 01:42:41.954000,47.257
10,0 days 01:42:44.425000,47.346
10,0 days 01:42:46.712000,47.381
10,0 days 01:42:49.611000,47.399
10,0 days 01:42:53.643000,47.628
10,0 days 01:42:58.214000,47.545
10,0 days 01:43:02.714000,47.422
10,0 days 01:43:05.391000,47.351
10,0 days 01:43:09.814000,47.405
10,0 days 01:43:14.208000,47.594
10,0 days 01:43:19.403000,47.625
10,0 days 01:43:22.826000,47.622
10,0 days 01:43:31.610000,47.876
10,0 days 01:43:33.500000,47.914
10,0 days 01:43:39.106000,47.948
10,0 days 01:43:41.891000,47.949
