Driver,Time,GapToLeader
1,0 days 01:40:29.182000,58.658
1,0 days 01:40:34.683000,58.602
1,0 days 01:40:41.495000,58.321
1,0 days 01:40:46.019000,58.203
1,0 days 01:40:53.097000,57.944
1,0 days 01:40:56.287000,57.897
1,0 days 01:41:00.267000,57.843
1,0 days 01:41:01.415000,57.819
1,0 days 01:41:03.896000,57.765
1,0 days 01:41:06.230000,57.714
1,0 days 01:41:08.403000,57.757
1,0 days 01:41:12.413000,57.667
1,0 days 01:41:15.200000,57.656
1,0 days 01:41:18.065000,57.617
1,0 days 01:41:20.790000,57.6
1,0 days 01:41:22.888000,57.578
1,0 days 01:41:29.075000,57.513
1,0 days 01:41:32.972000,57.467
1,0 days 01:41:34.940000,57.472
1,0 days 01:41:39.900000,57.771
1,0 days 01:41:45.169000,57.627
1,0 days 01:41:50.684000,57.486
1,0 days 01:41:57.374000,57.171
1,0 days 01:42:02.010000,57.087
1,0 days 01:42:08.997000,56.743
1,0 days 01:42:12.177000,56.699
1,0 days 01:42:16.161000,56.639
1,0 days 01:42:17.248000,56.615
1,0 days 01:42:19.738000,56.552
1,0 days 01:42:22.071000,56.491
1,0 days 01:42:24.041000,56.448
1,0 days 01:42:28.199000,56.44
1,0 days 01:42:31.011000,56.42
1,0 days 01:42:34.014000,56.36
1,0 days 01:42:36.630000,56.293
1,0 days 01:42:38.620000,56.187
1,0 days 01:42:44.888000,56.13
1,0 days 01:42:48.842000,56.095
1,0 days 01:42:50.735000,56.074
1,0 days 01:42:55.840000,48.889
1,0 days 01:43:01.114000,48.953
1,0 days 01:43:06.548000,49.107
1,0 days 01:43:13.481000,49.17
1,0 days 01:43:18.191000,49.275
1,0 days 01:43:25.471000,49.634
1,0 days 01:43:28.699000,49.634
1,0 days 01:43:32.678000,49.523
1,0 days 01:43:33.737000,49.45
1,0 days 01:43:36.073000,52.056
1,0 days 01:43:38.306000,49.008
1,0 days 01:43:40.254000,49.008
1,0 days 01:43:40.254000,48.939
1,0 days 01:43:44.524000,49.034
1,0 days 01:43:47.221000,49.115
1,0 days 01:43:50.244000,49.152
1,0 days 01:43:52.974000,49.123
1,0 days 01:43:55.044000,49.076
1,0 days 01:44:01.225000,49.111
1,0 days 01:44:05.175000,49.11
1,0 days 01:44:07.118000,49.088
